Student ID,Grade,GPA
S07121,C,2.57
S06399,B,3.13
S09589,D,1.34
S06215,B,3.48
S09646,D,1.25
S05337,B,3.03
S04057,B,3.22
S09512,D,1.73
S03000,A,3.53
S09025,C,2.57
S01232,A+,3.76
S01515,A,3.53
S02314,A,3.52
S01452,A+,3.74
S05268,B,3.18
S06132,B,3.4
S08532,C,2.94
S06465,B,3.08
S00839,A+,3.88
S09916,D,1.41
S08262,C,2.18
S06415,B,3.2
S08505,C,2.28
S03568,B,3.41
S09265,C,2.28
S03088,A,3.53
S08644,C,2.63
S01715,A,3.54
S00340,A+,3.81
S09564,D,1.3
S05943,B,3.47
S09870,D,1.58
S08103,C,2.21
S08489,C,2.62
S00589,A+,3.72
S03366,A,3.52
S02671,A,3.5
S03590,B,3.18
S00035,A+,3.94
S00029,A+,3.58
S08554,C,2.88
S08118,C,2.95
S02171,A,3.51
S08378,C,2.61
S05621,B,3.45
S00890,A+,3.75
S06490,B,3.05
S03323,A,3.51
S09397,C,2.09
S03515,B,3.12
S04421,B,3.38
S08352,C,2.4
S05362,B,3.37
S03734,B,3.29
S09464,C,2.69
S07082,C,2.77
S01655,A,3.54
S05033,B,3.36
S00224,A+,3.97
S08626,C,2.35
S06195,B,3.23
S01591,A,3.54
S05983,B,3.02
S03257,A,3.55
S06681,C,2.29
S04771,B,3.21
S02182,A,3.53
S06804,C,2.95
S04914,B,3.49
S06787,C,2.03
S04790,B,3.16
S01210,A+,3.66
S00422,A+,3.74
S08741,C,2.1
S01707,A,3.52
S01159,A+,3.67
S02307,A,3.53
S00274,A+,3.77
S00172,A+,3.91
S03957,B,3.2
S06697,C,2.01
S03189,A,3.53
S08133,C,2.56
S04809,B,3.46
S08084,C,2.86
S01565,A,3.57
S01783,A,3.54
S00844,A+,3.65
S09346,C,2.43
S04462,B,3.42
S00905,A+,4
S05912,B,3.05
S09951,D,1.37
S09298,C,2.74
S01548,A,3.55
S02081,A,3.55
S09882,D,1.31
S03986,B,3.08
S06390,B,3.31
S07580,C,2.75
S09246,C,2.73
S06568,C,2.1
S08207,C,2.96
S03821,B,3.12
S02647,A,3.54
S04455,B,3.06
S07160,C,2.5
S08222,C,2.91
S08597,C,2.94
S09590,D,1.8
S06072,B,3.44
S02156,A,3.54
S06713,C,2.56
S03716,B,3.38
S04058,B,3.17
S05953,B,3.18
S03103,A,3.54
S00559,A+,3.76
S04611,B,3.23
S06979,C,2.11
S01437,A+,3.85
S00508,A+,3.61
S01870,A,3.54
S00756,A+,3.67
S05420,B,3.03
S04051,B,3.37
S08090,C,2.92
S03837,B,3.4
S02119,A,3.56
S06153,B,3.4
S07809,C,2.7
S00502,A+,3.99
S06260,B,3.1
S09744,D,1.59
S01540,A,3.5
S06142,B,3.36
S01212,A+,3.98
S09123,C,2.03
S00673,A+,3.8
S03378,A,3.55
S08784,C,2.62
S01465,A+,3.87
S01193,A+,3.69
S06985,C,2.71
S01873,A,3.52
S03591,B,3.02
S06727,C,2.88
S00506,A+,3.61
S08119,C,2.02
S00507,A+,3.85
S09450,C,2.5
S07132,C,2.59
S04808,B,3.01
S07304,C,2.64
S01774,A,3.54
S06855,C,2.89
S04907,B,3.05
S00798,A+,3.8
S08786,C,2.08
S07071,C,2.37
S02830,A,3.55
S09320,C,2.06
S08738,C,2.09
S00313,A+,3.91
S00747,A+,3.81
S03570,B,3.18
S00791,A+,3.61
S02477,A,3.54
S09326,C,2.32
S02571,A,3.52
S05287,B,3.14
S05216,B,3.18
S02164,A,3.52
S06578,C,2.11
S08450,C,2.57
S00381,A+,3.66
S08509,C,2.26
S01293,A+,3.84
S01913,A,3.53
S00600,A+,3.99
S03893,B,3.22
S04142,B,3.46
S01653,A,3.53
S05225,B,3.39
S01894,A,3.55
S01945,A,3.57
S03396,A,3.56
S05480,B,3.39
S09770,D,1.31
S00376,A+,3.77
S01967,A,3.52
S03958,B,3.44
S07136,C,2.4
S07479,C,2.87
S04506,B,3.19
S09581,D,1.44
S05289,B,3.06
S01472,A+,3.87
S03347,A,3.51
S06254,B,3.31
S02854,A,3.54
S08989,C,2.93
S09776,D,1.67
S06460,B,3.21
S04063,B,3.25
S05864,B,3.14
S04307,B,3.34
S04878,B,3.11
S07250,C,2.53
S05274,B,3.32
S03991,B,3.3
S01050,A+,3.73
S06176,B,3.26
S06927,C,2.76
S07865,C,2.02
S02036,A,3.55
S04040,B,3.32
S06876,C,2.05
S09355,C,2.78
S01973,A,3.53
S05073,B,3.37
S02100,A,3.52
S01500,A+,3.92
S09613,D,1.21
S00653,A+,3.67
S00171,A+,3.99
S04086,B,3.13
S00243,A+,3.67
S05711,B,3.21
S06973,C,2.74
S02757,A,3.54
S06885,C,2.33
S05447,B,3.44
S02077,A,3.57
S04104,B,3.41
S09560,D,1.3
S07572,C,2.54
S09467,C,2.88
S04895,B,3.49
S06693,C,2.64
S08055,C,2.09
S05390,B,3.46
S09374,C,2.1
S08022,C,2.57
S08605,C,2.7
S04481,B,3.06
S08327,C,2.69
S04079,B,3.49
S00641,A+,3.68
S01271,A+,3.73
S02779,A,3.55
S09498,C,2.41
S03862,B,3.46
S03481,A,3.55
S01535,A,3.53
S00326,A+,3.63
S02339,A,3.51
S03981,B,3.28
S06878,C,2.72
S04055,B,3.45
S02238,A,3.51
S07107,C,2.7
S09669,D,1.92
S04746,B,3.35
S00865,A+,3.77
S06204,B,3.07
S05509,B,3.07
S07430,C,2.12
S00372,A+,3.75
S06297,B,3.43
S05552,B,3.07
S05724,B,3.07
S05900,B,3.23
S09288,C,2.91
S07872,C,2.38
S02365,A,3.53
S03214,A,3.54
S00912,A+,3.75
S09048,C,2.46
S09791,D,1.71
S07290,C,2.45
S09959,D,1.76
S06537,C,2.71
S09193,C,2.57
S01424,A+,3.88
S09808,D,1.23
S00480,A+,3.75
S00663,A+,3.99
S04477,B,3.11
S08983,C,2.39
S08078,C,2.24
S02989,A,3.55
S01120,A+,3.7
S02777,A,3.53
S09836,D,1.71
S05004,B,3.17
S06650,C,2.73
S07255,C,2.41
S04428,B,3.44
S07432,C,2.67
S03982,B,3.05
S06352,B,3.05
S02894,A,3.53
S02670,A,3.51
S03978,B,3.44
S05260,B,3.19
S00280,A+,3.79
S06731,C,2.71
S06105,B,3.4
S07021,C,2.8
S01695,A,3.54
S08913,C,2.61
S03480,A,3.51
S04417,B,3.1
S07593,C,2.6
S06283,B,3.34
S05604,B,3.48
S08620,C,2.51
S07781,C,2.24
S04297,B,3.03
S04594,B,3.21
S04845,B,3.22
S02210,A,3.53
S07606,C,2.44
S05502,B,3.11
S00185,A+,3.81
S04801,B,3.04
S04846,B,3.26
S02351,A,3.51
S00554,A+,3.83
S01398,A+,3.71
S01385,A+,3.67
S09183,C,2.22
S09818,D,1.95
S00298,A+,3.95
S00444,A+,3.75
S07339,C,2.89
S02078,A,3.54
S07816,C,2.28
S02230,A,3.55
S02843,A,3.52
S02538,A,3.56
S08146,C,2.16
S09537,D,1.6
S06444,B,3.31
S03368,A,3.56
S04487,B,3.08
S02579,A,3.52
S01132,A+,3.61
S04819,B,3.34
S00321,A+,3.62
S01372,A+,3.66
S04043,B,3.42
S09126,C,2.48
S05146,B,3.06
S00908,A+,3.65
S09427,C,2.28
S03951,B,3.08
S06146,B,3.12
S08887,C,2.13
S06696,C,2.09
S04978,B,3.06
S06093,B,3.49
S08409,C,2.11
S00927,A+,3.69
S06144,B,3.31
S00016,A+,3.84
S00144,A+,3.93
S02364,A,3.5
S00130,A+,3.87
S01162,A+,3.69
S07552,C,2.16
S06130,B,3.31
S04666,B,3.32
S05661,B,3.33
S06461,B,3.08
S01877,A,3.52
S02489,A,3.55
S05328,B,3.21
S09362,C,2.85
S01183,A+,3.6
S06136,B,3.48
S06378,B,3.34
S01171,A+,3.63
S02183,A,3.51
S03372,A,3.5
S08041,C,2.18
S01860,A,3.5
S04861,B,3.38
S09256,C,2.93
S08346,C,2.67
S07348,C,2.79
S04865,B,3.38
S09887,D,1.31
S06389,B,3.06
S03122,A,3.57
S00388,A+,3.87
S07786,C,2.09
S01033,A+,3.85
S07853,C,2.08
S05419,B,3.37
S00932,A+,3.84
S04020,B,3.43
S00692,A+,3.66
S05299,B,3.23
S06659,C,2.67
S00830,A+,3.99
S03499,A,3.51
S02082,A,3.54
S09441,C,2.94
S00045,A+,3.86
S03940,B,3.13
S05258,B,3.28
S08438,C,2.86
S04320,B,3
S02966,A,3.5
S03970,B,3.1
S01188,A+,3.97
S00285,A+,3.86
S08874,C,2.02
S04160,B,3.18
S03093,A,3.56
S04557,B,3.47
S04585,B,3.17
S04324,B,3.02
S05505,B,3.27
S07075,C,2.74
S03365,A,3.55
S08026,C,2.93
S03196,A,3.57
S08811,C,2.08
S00970,A+,3.92
S03735,B,3.33
S00926,A+,3.69
S09497,C,2.45
S06452,B,3.47
S08798,C,2.24
S02852,A,3.52
S05181,B,3.27
S06724,C,2.56
S09323,C,2.91
S07811,C,2.68
S04472,B,3.27
S05169,B,3.04
S04349,B,3.4
S07904,C,2.2
S03627,B,3.43
S01790,A,3.56
S08294,C,2.72
S02060,A,3.56
S04014,B,3.47
S01903,A,3.57
S05574,B,3.17
S06926,C,2.44
S00076,A+,3.88
S02346,A,3.54
S05485,B,3.09
S00431,A+,3.93
S04587,B,3.34
S08100,C,2.39
S08458,C,2.48
S08157,C,2.89
S07894,C,2.29
S01554,A,3.55
S00241,A+,3.6
S00784,A+,3.75
S03067,A,3.56
S00978,A+,3.72
S02942,A,3.52
S05378,B,3.49
S04731,B,3.3
S01621,A,3.54
S02147,A,3.51
S01802,A,3.56
S02096,A,3.5
S06075,B,3.38
S05246,B,3.11
S01358,A+,3.76
S08064,C,2.98
S06051,B,3.38
S08369,C,2.1
S06018,B,3.34
S09932,D,1.89
S08770,C,2.94
S07504,C,2.45
S01610,A,3.5
S03097,A,3.52
S09772,D,1.46
S02416,A,3.52
S02018,A,3.57
S06019,B,3.15
S04126,B,3.34
S09803,D,1.22
S03247,A,3.56
S00125,A+,3.72
S06426,B,3.13
S05309,B,3.01
S07464,C,2.71
S09158,C,2.8
S03342,A,3.53
S00599,A+,3.79
S02124,A,3.54
S09499,C,2.26
S07686,C,2.53
S07050,C,2.92
S09662,D,1.41
S02198,A,3.54
S04052,B,3.45
S06055,B,3.1
S03363,A,3.5
S06852,C,2.51
S00726,A+,3.99
S04935,B,3.31
S00979,A+,3.62
S00809,A+,3.57
S09604,D,1.82
S01476,A+,3.91
S05936,B,3.36
S09037,C,2.3
S07336,C,2.1
S03963,B,3.09
S06423,B,3.09
S04906,B,3.06
S01236,A+,3.75
S01226,A+,3.95
S08050,C,2.01
S09279,C,2.22
S08672,C,2.17
S05230,B,3.43
S06951,C,2.44
S03218,A,3.53
S00288,A+,3.86
S05024,B,3.07
S02967,A,3.56
S03165,A,3.52
S06004,B,3.2
S08888,C,2.27
S01658,A,3.52
S01976,A,3.5
S02398,A,3.54
S00453,A+,3.57
S08031,C,2.55
S04697,B,3.43
S03682,B,3.45
S00423,A+,4
S09726,D,1.63
S00658,A+,3.89
S03302,A,3.51
S06395,B,3.41
S02846,A,3.54
S08292,C,2.88
S07498,C,2.25
S01002,A+,3.68
S04199,B,3.49
S02419,A,3.56
S07483,C,2.73
S05707,B,3.44
S03848,B,3.45
S00962,A+,3.79
S01581,A,3.56
S05008,B,3.04
S02207,A,3.57
S06313,B,3.47
S09563,D,1.43
S04232,B,3.25
S00758,A+,3.91
S02285,A,3.52
S06664,C,2.6
S04756,B,3.32
S08212,C,2.1
S00808,A+,3.96
S06576,C,2.72
S07720,C,2.6
S01957,A,3.57
S02446,A,3.56
S05876,B,3.44
S08164,C,2.24
S06139,B,3.28
S02403,A,3.52
S01074,A+,3.72
S06558,C,2.57
S04241,B,3.01
S08510,C,2.71
S02092,A,3.51
S04528,B,3.38
S07203,C,2.98
S06796,C,2.8
S07238,C,2.31
S07423,C,2.98
S06850,C,2.73
S06837,C,2.06
S01004,A+,3.97
S09100,C,2.89
S06563,C,2.22
S05615,B,3.49
S04652,B,3
S05314,B,3.12
S01486,A+,3.92
S07608,C,2.29
S01412,A+,3.94
S09304,C,2.38
S00710,A+,3.66
S09807,D,1.27
S08043,C,2.48
S07212,C,2.03
S03077,A,3.54
S08315,C,2.99
S04102,B,3.42
S05115,B,3.06
S02723,A,3.52
S09360,C,2.16
S01269,A+,3.58
S02463,A,3.51
S05465,B,3.17
S00269,A+,3.79
S03581,B,3.08
S05350,B,3.07
S07291,C,2.03
S05158,B,3.18
S06602,C,2.95
S02822,A,3.51
S05808,B,3.23
S00590,A+,3.71
S05956,B,3.21
S05255,B,3.31
S06662,C,2.16
S07657,C,2
S08726,C,2.39
S06897,C,2.12
S07595,C,2.2
S02029,A,3.51
S06819,C,2.65
S00678,A+,3.89
S05764,B,3.13
S01233,A+,3.8
S05297,B,3.12
S07104,C,2.14
S05035,B,3.02
S05453,B,3.38
S02433,A,3.54
S06320,B,3.45
S06120,B,3.02
S09159,C,2.12
S09954,D,1.9
S00897,A+,3.6
S01612,A,3.55
S06475,B,3.14
S07662,C,2.24
S07461,C,2.34
S03807,B,3.44
S08274,C,2.25
S09452,C,2.41
S04702,B,3.06
S03962,B,3.32
S05418,B,3.23
S00891,A+,3.66
S05000,B,3.31
S07507,C,2.86
S07882,C,2.43
S05096,B,3.02
S06933,C,2.13
S09618,D,1.77
S02800,A,3.52
S00585,A+,3.77
S03269,A,3.53
S03933,B,3.26
S01261,A+,3.74
S06206,B,3.06
S00311,A+,3.8
S07790,C,2.05
S06459,B,3.44
S06207,B,3.18
S05883,B,3.23
S04669,B,3.1
S04299,B,3.35
S03784,B,3.41
S01009,A+,3.79
S08355,C,2.69
S02186,A,3.51
S03624,B,3.15
S07040,C,2.81
S04923,B,3.33
S09674,D,1.63
S07951,C,2.5
S06126,B,3.44
S04757,B,3.47
S05075,B,3.23
S00091,A+,3.65
S05975,B,3.22
S06419,B,3.29
S08641,C,2.09
S08691,C,2.24
S02118,A,3.51
S02938,A,3.56
S06843,C,2.83
S00984,A+,3.79
S07261,C,2.31
S09986,D,1.23
S02926,A,3.55
S06062,B,3.43
S03215,A,3.54
S06448,B,3.1
S06780,C,2.06
S07039,C,2.85
S05664,B,3.45
S00628,A+,3.66
S08009,C,2.9
S05126,B,3.25
S04766,B,3.14
S08144,C,2.41
S09595,D,1.66
S01270,A+,3.96
S00129,A+,3.71
S06113,B,3.34
S01712,A,3.53
S07863,C,2.55
S04236,B,3.49
S05193,B,3.12
S02399,A,3.54
S05435,B,3.16
S06058,B,3.34
S09319,C,2.11
S01187,A+,3.91
S06014,B,3.5
S09794,D,1.49
S06015,B,3.3
S01978,A,3.52
S09888,D,1.71
S04248,B,3.14
S07673,C,2.77
S00916,A+,3.95
S01306,A+,3.88
S05456,B,3.06
S03050,A,3.51
S09522,D,1.97
S01274,A+,3.9
S08056,C,2.12
S02797,A,3.52
S01399,A+,3.96
S03359,A,3.5
S00184,A+,3.68
S06868,C,2.06
S05696,B,3.33
S08836,C,2.64
S09627,D,1.34
S06171,B,3.14
S06988,C,2.61
S04568,B,3.08
S08956,C,2.66
S02657,A,3.56
S08310,C,2.61
S06858,C,2.34
S01962,A,3.54
S06384,B,3.12
S08854,C,2.27
S09974,D,1.57
S01252,A+,3.74
S03177,A,3.52
S07761,C,2.08
S05014,B,3.34
S09706,D,1.3
S06540,C,2.71
S03290,A,3.56
S06449,B,3.43
S08727,C,2.77
S07612,C,2.38
S06276,B,3.44
S06888,C,2.95
S01052,A+,3.69
S04070,B,3.03
S06023,B,3.2
S05553,B,3.38
S00273,A+,3.96
S02043,A,3.54
S04764,B,3.1
S08998,C,2.2
S05205,B,3.36
S09510,D,1.57
S01087,A+,3.89
S08374,C,2.14
S07733,C,2.37
S07516,C,2.57
S06679,C,2.42
S04323,B,3.23
S06947,C,2.09
S07748,C,2.44
S06773,C,2.99
S05519,B,3.07
S05118,B,3.22
S06180,B,3.34
S04710,B,3.26
S08122,C,2.32
S05970,B,3.49
S06785,C,2.86
S03479,A,3.52
S08415,C,2.32
S03925,B,3.34
S01749,A,3.55
S00733,A+,3.84
S02554,A,3.52
S05459,B,3.21
S05874,B,3.11
S02663,A,3.56
S09399,C,2.85
S06456,B,3.07
S03114,A,3.53
S03304,A,3.51
S01345,A+,3.86
S01691,A,3.55
S07181,C,2.36
S06500,B,3.28
S03309,A,3.56
S01505,A,3.55
S01807,A,3.51
S08470,C,2.66
S05370,B,3.36
S03792,B,3.26
S09521,D,1.21
S07330,C,2.32
S05910,B,3.33
S06826,C,2.45
S07264,C,2.03
S01849,A,3.56
S04513,B,3.33
S02432,A,3.54
S04661,B,3.32
S08886,C,2.45
S05585,B,3.47
S00143,A+,3.84
S08761,C,2.05
S09212,C,2.56
S05265,B,3.35
S03410,A,3.55
S01118,A+,3.8
S01757,A,3.5
S00498,A+,3.59
S08032,C,2.89
S00871,A+,3.67
S03358,A,3.56
S00913,A+,4
S00722,A+,3.7
S02806,A,3.54
S09944,D,1.31
S00887,A+,3.78
S09593,D,1.63
S06588,C,2.01
S08101,C,2.76
S01521,A,3.5
S08690,C,2.44
S02747,A,3.54
S06701,C,2.58
S05776,B,3.27
S00315,A+,3.84
S01800,A,3.56
S00328,A+,3.91
S05643,B,3.33
S04205,B,3.06
S03130,A,3.56
S06861,C,2.54
S09906,D,1.81
S03969,B,3.15
S05744,B,3.29
S06227,B,3.1
S01974,A,3.54
S00337,A+,3.67
S02765,A,3.57
S07661,C,2.34
S00276,A+,3.65
S02986,A,3.54
S05647,B,3.35
S05850,B,3.36
S03478,A,3.55
S07559,C,2.36
S03559,B,3.34
S02810,A,3.5
S09114,C,2.4
S04862,B,3.44
S06587,C,2.72
S03417,A,3.52
S00308,A+,3.9
S03909,B,3.18
S00349,A+,3.91
S00827,A+,3.93
S09502,D,1.97
S04483,B,3.44
S06577,C,2.48
S03683,B,3.42
S05877,B,3.13
S08388,C,2.8
S02054,A,3.56
S00072,A+,3.57
S05508,B,3.45
S08515,C,2.43
S07511,C,2.23
S08152,C,2.93
S01667,A,3.56
S07862,C,2.53
S09160,C,2.12
S05689,B,3.09
S01446,A+,3.72
S05228,B,3.17
S06983,C,2.97
S01696,A,3.51
S02893,A,3.55
S01575,A,3.57
S03204,A,3.53
S04406,B,3.29
S01631,A,3.54
S08381,C,2.79
S01882,A,3.53
S08822,C,2.11
S06464,B,3.34
S00849,A+,3.9
S09924,D,1.61
S06189,B,3.14
S05870,B,3.08
S02878,A,3.53
S00187,A+,3.81
S03780,B,3.42
S01831,A,3.54
S08326,C,2.34
S09242,C,2.07
S06379,B,3.4
S01235,A+,3.96
S06965,C,2.64
S03916,B,3.09
S00447,A+,3.63
S00845,A+,3.84
S08063,C,2.29
S05403,B,3.2
S02441,A,3.56
S03104,A,3.57
S08586,C,2.32
S06792,C,2.5
S05651,B,3.13
S01295,A+,3.97
S05080,B,3.05
S09017,C,2.38
S05068,B,3.21
S03443,A,3.54
S08452,C,2.19
S07274,C,2.68
S06106,B,3.31
S00777,A+,3.59
S09717,D,1.43
S02154,A,3.55
S04921,B,3.17
S05361,B,3.11
S09736,D,1.39
S05958,B,3.35
S08412,C,2.94
S08433,C,2.96
S03184,A,3.54
S06793,C,2.28
S03200,A,3.53
S09370,C,2.91
S01290,A+,3.78
S04582,B,3.43
S06193,B,3.14
S08936,C,2.68
S07150,C,2.22
S09847,D,1.75
S04107,B,3.05
S04127,B,3.41
S08301,C,2.81
S03967,B,3.03
S01880,A,3.51
S08497,C,2.23
S09300,C,2.45
S06349,B,3.14
S03588,B,3.06
S07373,C,2.72
S03866,B,3.35
S08488,C,2.98
S04132,B,3.38
S01037,A+,3.95
S00637,A+,3.71
S06154,B,3.27
S04135,B,3.42
S05339,B,3.32
S01084,A+,3.65
S00862,A+,3.81
S00904,A+,3.63
S00192,A+,3.62
S00110,A+,3.92
S04456,B,3.21
S01943,A,3.56
S05857,B,3.44
S04332,B,3.28
S08542,C,2.76
S02041,A,3.53
S07332,C,2.55
S07318,C,2
S07780,C,2.64
S04660,B,3.39
S07314,C,2.25
S02776,A,3.52
S04146,B,3.32
S02324,A,3.51
S00763,A+,3.57
S02618,A,3.54
S02412,A,3.56
S01095,A+,3.69
S06174,B,3.05
S07049,C,2.61
S09273,C,2.66
S03136,A,3.57
S07788,C,2.56
S05041,B,3.39
S03806,B,3.47
S00885,A+,3.58
S02655,A,3.5
S05922,B,3.02
S06188,B,3.49
S08086,C,2.9
S06743,C,2.16
S07627,C,2.15
S05681,B,3.28
S07008,C,2.8
S09687,D,1.68
S02203,A,3.55
S06108,B,3.34
S06418,B,3.29
S01263,A+,3.95
S08380,C,2.02
S00976,A+,3.71
S05832,B,3.28
S04926,B,3.07
S00942,A+,3.95
S04724,B,3.4
S02388,A,3.52
S09729,D,1.49
S05022,B,3.06
S04392,B,3.06
S05149,B,3.32
S03222,A,3.56
S03883,B,3.29
S09439,C,2.19
S06625,C,2.01
S05919,B,3.23
S02790,A,3.56
S00945,A+,3.79
S08909,C,2
S01858,A,3.53
S09081,C,2.47
S04109,B,3.11
S08514,C,2.15
S03256,A,3.53
S02691,A,3.57
S09513,D,1.76
S06962,C,2.48
S01320,A+,3.62
S08883,C,2.65
S09881,D,1.73
S05163,B,3.37
S05830,B,3.21
S07954,C,2.71
S05959,B,3.35
S09272,C,2.25
S03476,A,3.56
S03506,B,3.49
S04750,B,3.44
S02478,A,3.57
S09491,C,2.95
S06616,C,2.32
S07414,C,2.43
S07587,C,2.46
S05345,B,3.03
S09864,D,1.28
S07112,C,2.01
S01875,A,3.53
S08517,C,2.08
S05271,B,3.47
S05097,B,3.21
S02905,A,3.51
S00571,A+,3.88
S01449,A+,3.97
S05965,B,3.36
S06243,B,3.15
S06348,B,3.21
S07875,C,2.6
S09817,D,1.5
S03227,A,3.52
S09745,D,1.49
S03979,B,3.07
S04384,B,3.21
S07857,C,2.3
S03540,B,3.15
S05683,B,3.01
S02828,A,3.53
S07659,C,2.68
S04997,B,3.03
S01339,A+,3.68
S03263,A,3.51
S06387,B,3.34
S07952,C,2.61
S00651,A+,3.67
S02903,A,3.53
S02259,A,3.54
S07403,C,2.27
S03522,B,3.36
S02731,A,3.55
S05497,B,3.48
S04479,B,3.03
S01597,A,3.51
S07067,C,2.78
S02585,A,3.53
S05442,B,3.13
S03197,A,3.51
S08524,C,2.22
S07683,C,2.56
S05377,B,3.25
S01259,A+,3.81
S05278,B,3.12
S00992,A+,3.59
S03505,B,3.04
S00114,A+,3.93
S00920,A+,3.73
S02510,A,3.54
S09405,C,2.83
S00166,A+,3.85
S05264,B,3.38
S04604,B,3.45
S00950,A+,3.7
S04595,B,3.35
S05728,B,3.03
S03771,B,3.48
S02507,A,3.5
S05108,B,3.03
S02851,A,3.52
S06486,B,3.36
S05363,B,3.41
S07443,C,2.92
S04447,B,3.08
S04461,B,3.03
S09514,D,1.97
S02506,A,3.51
S01115,A+,3.59
S08398,C,2.89
S00299,A+,3.77
S01676,A,3.56
S03348,A,3.5
S02736,A,3.53
S07820,C,2.64
S04989,B,3
S09895,D,1.47
S05818,B,3.46
S04326,B,3.1
S06720,C,2.24
S08787,C,2.88
S04551,B,3.39
S08573,C,2.13
S07848,C,2.78
S02104,A,3.5
S05814,B,3.18
S09105,C,2.09
S07454,C,2.4
S01838,A,3.51
S07903,C,2.42
S08319,C,2.57
S08724,C,2.42
S00608,A+,3.71
S08375,C,2.33
S01094,A+,3.6
S06388,B,3.14
S06506,C,2.56
S08965,C,2.59
S04488,B,3.23
S00161,A+,3.74
S00204,A+,3.94
S07041,C,2.08
S05894,B,3.35
S04934,B,3.45
S02935,A,3.57
S07323,C,2.09
S02436,A,3.57
S01231,A+,3.61
S08676,C,2.43
S03047,A,3.52
S09655,D,1.47
S08420,C,2.07
S07667,C,2.24
S06408,B,3.21
S04252,B,3.08
S05578,B,3.45
S03294,A,3.52
S04035,B,3.48
S08113,C,2.66
S04291,B,3.09
S04335,B,3.06
S05932,B,3.4
S03878,B,3.21
S05429,B,3.36
S04754,B,3.29
S04887,B,3.24
S00858,A+,3.78
S08234,C,2.13
S08376,C,2.62
S02562,A,3.53
S03802,B,3.41
S02641,A,3.55
S09664,D,1.84
S04491,B,3.07
S02348,A,3.56
S00650,A+,3.68
S02782,A,3.51
S05653,B,3.02
S08544,C,2.25
S08678,C,2.68
S06434,B,3.22
S00616,A+,3.73
S08449,C,2.28
S02576,A,3.52
S00054,A+,3.81
S03341,A,3.5
S07038,C,2.71
S01706,A,3.57
S09061,C,2.33
S09353,C,2.36
S01494,A+,3.67
S09964,D,1.81
S05633,B,3.09
S00804,A+,3.91
S04954,B,3.17
S06934,C,2.85
S07105,C,2.08
S00991,A+,3.58
S02775,A,3.53
S07471,C,2.01
S06420,B,3.08
S03514,B,3.16
S05479,B,3.49
S08401,C,2.12
S00220,A+,3.96
S06970,C,2.06
S01289,A+,3.91
S03164,A,3.55
S04679,B,3.07
S02619,A,3.54
S03613,B,3.32
S00044,A+,3.85
S08095,C,2.35
S08373,C,2.24
S03793,B,3.39
S03572,B,3.19
S09981,D,1.56
S01504,A,3.51
S05557,B,3.06
S09831,D,1.58
S03440,A,3.56
S01893,A,3.53
S09324,C,2.34
S05256,B,3.32
S01956,A,3.53
S05168,B,3.01
S04815,B,3.28
S06265,B,3.46
S01506,A,3.5
S00671,A+,3.65
S08908,C,2.27
S07056,C,2.96
S00898,A+,3.61
S06179,B,3.2
S02667,A,3.54
S03194,A,3.53
S02891,A,3.51
S07774,C,2.63
S02622,A,3.52
S06009,B,3.28
S05957,B,3.22
S00003,A+,3.69
S02371,A,3.57
S07915,C,2.26
S01770,A,3.57
S08507,C,2.99
S06026,B,3.44
S00532,A+,3.8
S08725,C,2.14
S08650,C,2.44
S07874,C,2.82
S08891,C,2.65
S03121,A,3.54
S09023,C,2.68
S00732,A+,3.71
S03407,A,3.56
S02340,A,3.53
S05968,B,3.3
S06581,C,2
S02566,A,3.55
S07727,C,2.31
S07821,C,2.78
S06714,C,2.12
S06996,C,2.54
S06943,C,2.06
S07795,C,2.61
S08976,C,2.12
S01256,A+,3.64
S02105,A,3.53
S06735,C,2.23
S09779,D,1.44
S06225,B,3.15
S09151,C,2.91
S04995,B,3.1
S08970,C,2.57
S06840,C,2.78
S05058,B,3.42
S05847,B,3.47
S04435,B,3.48
S03485,A,3.53
S09494,C,2.22
S05319,B,3.34
S03817,B,3.09
S05730,B,3.46
S08904,C,2.1
S07841,C,2.76
S09890,D,1.65
S01622,A,3.55
S09424,C,2.81
S06308,B,3.22
S09305,C,2.96
S08903,C,2.6
S01097,A+,3.92
S08058,C,2.32
S09482,C,2.36
S02464,A,3.54
S08290,C,2.61
S01789,A,3.56
S00251,A+,3.62
S09927,D,1.46
S06192,B,3.45
S09651,D,1.32
S00193,A+,3.95
S00821,A+,3.82
S09628,D,1.79
S05715,B,3.1
S07196,C,2.24
S05716,B,3.44
S04401,B,3.2
S09291,C,2.71
S05389,B,3.12
S04167,B,3.32
S04952,B,3.25
S02688,A,3.55
S04391,B,3.13
S05861,B,3.46
S05982,B,3.28
S04928,B,3.1
S06736,C,2.19
S02608,A,3.54
S07467,C,2.66
S00239,A+,3.68
S04016,B,3.24
S09263,C,2.03
S02978,A,3.52
S05713,B,3.49
S09857,D,1.46
S05474,B,3.05
S00946,A+,3.8
S08252,C,2.1
S07682,C,2.32
S05098,B,3.36
S06806,C,2.88
S05804,B,3.38
S03553,B,3.07
S09970,D,1.46
S03361,A,3.53
S08250,C,2.22
S02411,A,3.52
S04508,B,3.23
S08463,C,2.27
S03983,B,3.34
S00147,A+,3.79
S06649,C,2.32
S02295,A,3.51
S02254,A,3.56
S03612,B,3.49
S05354,B,3.2
S01737,A,3.56
S07916,C,2.74
